UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Type_Encoded,Failure_Heat Dissipation Failure,Failure_No Failure,Failure_Overstrain Failure,Failure_Power Failure,Failure_Random Failures,Failure_Tool Wear Failure,Tool_Wear_Bin,RPM_Bin
1071,M15930,M,296.9,307.8,1477.0,37.2,160,0,2,False,True,False,False,False,False,High,Medium
1072,L48251,L,296.9,307.8,1425.0,49.1,163,0,1,False,True,False,False,False,False,High,Medium
1073,M15932,M,297.0,307.9,1414.0,46.2,165,0,2,False,True,False,False,False,False,High,Medium
1074,L48253,L,297.0,307.8,1414.0,47.5,168,0,1,False,True,False,False,False,False,High,Medium
1075,L48254,L,297.0,307.9,1595.0,31.7,170,0,1,False,True,False,False,False,False,High,Medium
1076,H30489,H,296.9,307.8,1345.0,54.5,172,0,0,False,True,False,False,False,False,High,Low
1077,L48256,L,296.9,307.7,1653.0,35.9,177,0,1,False,True,False,False,False,False,High,High
1078,L48257,L,296.8,307.6,1547.0,36.5,179,0,1,False,True,False,False,False,False,High,Medium
1079,H30492,H,296.9,307.7,1656.0,30.8,181,0,0,False,True,False,False,False,False,High,High
1080,L48259,L,297.0,307.7,1731.0,28.5,186,0,1,False,True,False,False,False,False,High,High
1081,L48260,L,297.0,307.8,1774.0,28.0,188,0,1,False,True,False,False,False,False,High,High
1082,L48261,L,297.0,307.8,1521.0,40.2,190,0,1,False,True,False,False,False,False,High,Medium
1083,H30496,H,297.1,307.9,1420.0,39.8,192,0,0,False,True,False,False,False,False,High,Medium
1084,L48263,L,297.0,307.8,1683.0,32.3,197,0,1,False,True,False,False,False,False,High,High
1085,M15944,M,297.0,307.7,1498.0,47.1,199,0,2,False,True,False,False,False,False,High,Medium
1086,L48265,L,297.0,307.8,1385.0,56.4,202,1,1,False,False,True,False,False,False,High,Low
1087,L48266,L,297.0,307.9,1455.0,49.0,204,0,1,False,True,False,False,False,False,High,Medium
1088,H30501,H,296.9,307.8,1549.0,35.8,206,1,0,False,False,False,False,False,True,High,Medium
1089,M15948,M,296.9,307.8,1392.0,43.9,0,0,2,False,True,False,False,False,False,Low,Low
1090,M15949,M,296.9,307.7,1895.5,17.5,3,0,2,False,True,False,False,False,False,Low,High
1091,L48270,L,296.9,307.7,1464.0,41.4,6,0,1,False,True,False,False,False,False,Low,Medium
1092,L48271,L,297.0,307.7,1447.0,46.4,8,0,1,False,True,False,False,False,False,Low,Medium
1093,M15952,M,296.9,307.6,1685.0,32.0,10,0,2,False,True,False,False,False,False,Low,High
1094,M15953,M,296.8,307.5,1443.0,39.2,13,0,2,False,True,False,False,False,False,Low,Medium
1095,L48274,L,296.9,307.5,1354.0,44.4,16,0,1,False,True,False,False,False,False,Low,Low
1096,L48275,L,296.9,307.5,1895.5,12.800000000000011,18,1,1,False,False,False,True,False,False,Low,High
1097,L48276,L,297.0,307.6,1680.0,35.8,20,0,1,False,True,False,False,False,False,Low,High
1098,H30511,H,296.9,307.5,1397.0,48.3,22,0,0,False,True,False,False,False,False,Low,Low
1099,M15958,M,296.9,307.4,1521.0,37.9,27,0,2,False,True,False,False,False,False,Low,Medium
1100,M15959,M,296.8,307.4,1472.0,43.9,30,0,2,False,True,False,False,False,False,Low,Medium
1101,H30514,H,296.8,307.5,1695.0,30.0,33,0,0,False,True,False,False,False,False,Low,High
1102,H30515,H,296.7,307.5,1607.0,33.6,38,0,0,False,True,False,False,False,False,Low,High
1103,L48282,L,296.8,307.5,1347.0,54.8,43,0,1,False,True,False,False,False,False,Low,Low
1104,M15963,M,296.7,307.4,1540.0,38.7,45,0,2,False,True,False,False,False,False,Low,Medium
1105,L48284,L,296.6,307.4,1389.0,42.7,48,0,1,False,True,False,False,False,False,Low,Low
1106,M15965,M,296.6,307.5,1734.0,27.0,50,0,2,False,True,False,False,False,False,Low,High
1107,L48286,L,296.7,307.6,1540.0,38.6,53,0,1,False,True,False,False,False,False,Medium,Medium
1108,M15967,M,296.7,307.5,1515.0,42.1,55,0,2,False,True,False,False,False,False,Medium,Medium
1109,L48288,L,296.6,307.4,1504.0,45.8,58,0,1,False,True,False,False,False,False,Medium,Medium
1110,L48289,L,296.6,307.5,1557.0,35.1,60,0,1,False,True,False,False,False,False,Medium,Medium
1111,L48290,L,296.5,307.4,1292.0,52.5,62,0,1,False,True,False,False,False,False,Medium,Low
1112,H30525,H,296.5,307.4,1432.0,49.2,64,0,0,False,True,False,False,False,False,Medium,Medium
1113,M15972,M,296.5,307.4,1350.0,55.6,69,0,2,False,True,False,False,False,False,Medium,Low
1114,M15973,M,296.6,307.4,1790.0,25.8,72,0,2,False,True,False,False,False,False,Medium,High
1115,H30528,H,296.4,307.3,1540.0,37.4,75,0,0,False,True,False,False,False,False,Medium,Medium
1116,M15975,M,296.4,307.3,1895.5,19.1,80,0,2,False,True,False,False,False,False,Medium,High
1117,L48296,L,296.4,307.3,1487.0,37.5,83,0,1,False,True,False,False,False,False,Medium,Medium
1118,L48297,L,296.5,307.4,1523.0,40.7,85,0,1,False,True,False,False,False,False,Medium,Medium
1119,L48298,L,296.5,307.5,1443.0,41.8,87,0,1,False,True,False,False,False,False,Medium,Medium
1120,L48299,L,296.5,307.5,1340.0,59.1,89,0,1,False,True,False,False,False,False,Medium,Low
1121,H30534,H,296.6,307.7,1654.0,31.0,91,0,0,False,True,False,False,False,False,Medium,High
1122,L48301,L,296.6,307.6,1459.0,40.2,96,0,1,False,True,False,False,False,False,Medium,Medium
1123,L48302,L,296.5,307.6,1541.0,38.5,98,0,1,False,True,False,False,False,False,Medium,Medium
1124,H30537,H,296.6,307.7,1386.0,62.3,100,1,0,False,False,False,True,False,False,Medium,Low
1125,M15984,M,296.7,307.8,1258.0,67.19999999999999,105,1,2,False,False,False,True,False,False,Medium,Low
1126,M15985,M,296.7,307.8,1375.0,51.4,108,0,2,False,True,False,False,False,False,Medium,Low
1127,L48306,L,296.8,307.9,1706.0,30.8,111,0,1,False,True,False,False,False,False,Medium,High
1128,M15987,M,296.7,307.8,1672.0,32.4,113,0,2,False,True,False,False,False,False,Medium,High
1129,M15988,M,296.8,307.9,1843.0,25.2,116,0,2,False,True,False,False,False,False,Medium,High
1130,L48309,L,296.7,307.9,1690.0,29.6,119,0,1,False,True,False,False,False,False,Medium,High
1131,L48310,L,296.8,307.9,1413.0,46.5,121,0,1,False,True,False,False,False,False,Medium,Medium
1132,L48311,L,296.8,307.9,1489.0,33.4,123,0,1,False,True,False,False,False,False,Medium,Medium
1133,L48312,L,296.8,307.9,1271.0,61.4,125,0,1,False,True,False,False,False,False,Medium,Low
1134,M15993,M,296.8,307.9,1418.0,47.9,127,0,2,False,True,False,False,False,False,Medium,Medium
1135,M15994,M,296.9,307.8,1426.0,50.7,130,0,2,False,True,False,False,False,False,Medium,Medium
1136,L48315,L,296.9,307.9,1535.0,39.2,133,0,1,False,True,False,False,False,False,Medium,Medium
1137,L48316,L,296.9,307.8,1557.0,38.1,135,0,1,False,True,False,False,False,False,Medium,Medium
1138,L48317,L,296.9,307.8,1653.0,29.7,137,0,1,False,True,False,False,False,False,Medium,High
1139,L48318,L,296.9,307.9,1435.0,41.6,139,0,1,False,True,False,False,False,False,Medium,Medium
1140,M15999,M,297.0,307.9,1569.0,33.3,141,0,2,False,True,False,False,False,False,Medium,Medium
1141,M16000,M,296.9,307.9,1385.0,44.8,144,0,2,False,True,False,False,False,False,Medium,Low
1142,L48321,L,297.0,307.9,1635.0,31.6,147,0,1,False,True,False,False,False,False,Medium,High
1143,L48322,L,296.9,307.9,1423.0,43.9,149,0,1,False,True,False,False,False,False,Medium,Medium
1144,L48323,L,297.0,307.9,1479.0,39.2,151,0,1,False,True,False,False,False,False,High,Medium
1145,L48324,L,297.0,307.9,1296.0,67.19999999999999,153,1,1,False,False,False,True,False,False,High,Low
1146,L48325,L,297.0,307.8,1553.0,33.3,155,0,1,False,True,False,False,False,False,High,Medium
1147,L48326,L,297.0,307.9,1529.0,42.2,157,0,1,False,True,False,False,False,False,High,Medium
1148,M16007,M,297.1,308.0,1690.0,25.6,159,0,2,False,True,False,False,False,False,High,High
1149,L48328,L,297.1,308.0,1348.0,58.0,162,0,1,False,True,False,False,False,False,High,Low
1150,L48329,L,297.2,308.1,1446.0,38.5,164,0,1,False,True,False,False,False,False,High,Medium
1151,L48330,L,297.1,307.9,1456.0,50.0,166,0,1,False,True,False,False,False,False,High,Medium
1152,L48331,L,297.0,307.9,1350.0,47.7,168,0,1,False,True,False,False,False,False,High,Low
1153,L48332,L,297.1,307.9,1507.0,38.3,170,0,1,False,True,False,False,False,False,High,Medium
1154,H30567,H,297.0,307.9,1448.0,45.6,172,0,0,False,True,False,False,False,False,High,Medium
1155,L48334,L,296.9,307.9,1626.0,29.9,177,0,1,False,True,False,False,False,False,High,High
1156,H30569,H,297.0,307.9,1846.0,27.3,179,0,0,False,True,False,False,False,False,High,High
1157,H30570,H,297.0,307.8,1404.0,40.7,184,0,0,False,True,False,False,False,False,High,Medium
1158,L48337,L,297.0,307.8,1583.0,37.2,189,0,1,False,True,False,False,False,False,High,Medium
1159,L48338,L,297.0,307.9,1436.0,47.7,191,0,1,False,True,False,False,False,False,High,Medium
1160,L48339,L,297.0,307.8,1609.0,35.6,193,0,1,False,True,False,False,False,False,High,High
1161,H30574,H,297.0,307.7,1834.0,23.8,195,0,0,False,True,False,False,False,False,High,High
1162,L48341,L,297.0,307.8,1316.0,61.2,200,1,1,False,False,True,False,False,False,High,Low
1163,L48342,L,296.9,307.8,1400.0,57.1,202,1,1,False,False,True,False,False,False,High,Low
1164,L48343,L,296.9,307.9,1367.0,47.1,204,0,1,False,True,False,False,False,False,High,Low
1165,L48344,L,297.1,308.1,1754.0,30.3,206,0,1,False,True,False,False,False,False,High,High
1166,L48345,L,297.1,308.1,1487.0,34.6,208,0,1,False,True,False,False,False,False,High,Medium
1167,M16026,M,297.1,308.1,1506.0,37.7,210,0,2,False,True,False,False,False,False,High,Medium
1168,L48347,L,297.0,308.1,1362.0,52.5,213,1,1,False,False,True,False,False,False,High,Low
1169,L48348,L,297.1,308.1,1584.0,36.8,215,0,1,False,True,False,False,False,False,High,Medium
1170,L48349,L,297.0,308.1,1355.0,43.7,217,0,1,False,True,False,False,False,False,High,Low
1171,M16030,M,297.1,308.1,1823.0,24.3,219,0,2,False,True,False,False,False,False,High,High
1172,H30585,H,297.0,308.1,1517.0,41.4,222,0,0,False,True,False,False,False,False,High,Medium
1173,L48352,L,297.1,308.1,1446.0,36.6,227,0,1,False,True,False,False,False,False,High,Medium
1174,H30587,H,297.1,308.0,1559.0,38.8,229,0,0,False,True,False,False,False,False,High,Medium
1175,M16034,M,297.1,308.1,1352.0,44.4,0,0,2,False,True,False,False,False,False,Low,Low
1176,M16035,M,297.2,308.3,1578.0,37.8,3,0,2,False,True,False,False,False,False,Low,Medium
1177,M16036,M,297.2,308.3,1429.0,42.0,6,0,2,False,True,False,False,False,False,Low,Medium
1178,M16037,M,297.2,308.3,1604.0,39.4,9,0,2,False,True,False,False,False,False,Low,High
1179,L48358,L,297.3,308.5,1398.0,60.4,12,0,1,False,True,False,False,False,False,Low,Low
1180,L48359,L,297.3,308.4,1441.0,43.4,14,0,1,False,True,False,False,False,False,Low,Medium
1181,H30594,H,297.3,308.4,1531.0,35.6,16,0,0,False,True,False,False,False,False,Low,Medium
1182,L48361,L,297.2,308.3,1379.0,52.1,21,0,1,False,True,False,False,False,False,Low,Low
1183,L48362,L,297.3,308.3,1410.0,48.1,23,0,1,False,True,False,False,False,False,Low,Medium
1184,L48363,L,297.3,308.4,1513.0,40.5,25,0,1,False,True,False,False,False,False,Low,Medium
1185,L48364,L,297.3,308.5,1497.0,47.5,27,0,1,False,True,False,False,False,False,Low,Medium
1186,L48365,L,297.3,308.4,1491.0,46.5,29,0,1,False,True,False,False,False,False,Low,Medium
1187,L48366,L,297.3,308.4,1417.0,47.8,31,0,1,False,True,False,False,False,False,Low,Medium
1188,M16047,M,297.4,308.6,1522.0,38.0,33,0,2,False,True,False,False,False,False,Low,Medium
1189,L48368,L,297.3,308.4,1339.0,52.1,36,0,1,False,True,False,False,False,False,Low,Low
1190,M16049,M,297.2,308.3,1794.0,27.5,38,0,2,False,True,False,False,False,False,Low,High
1191,L48370,L,297.2,308.4,1460.0,42.1,41,0,1,False,True,False,False,False,False,Low,Medium
1192,M16051,M,297.2,308.3,1776.0,28.0,43,0,2,False,True,False,False,False,False,Low,High
1193,M16052,M,297.2,308.3,1431.0,43.7,46,0,2,False,True,False,False,False,False,Low,Medium
1194,L48373,L,297.1,308.2,1347.0,50.8,49,0,1,False,True,False,False,False,False,Low,Low
1195,M16054,M,297.0,308.1,1507.0,43.1,51,0,2,False,True,False,False,False,False,Medium,Medium
1196,M16055,M,297.0,308.0,1408.0,47.9,54,0,2,False,True,False,False,False,False,Medium,Medium
1197,M16056,M,297.0,307.9,1493.0,34.7,57,0,2,False,True,False,False,False,False,Medium,Medium
1198,M16057,M,296.9,307.9,1441.0,47.6,60,0,2,False,True,False,False,False,False,Medium,Medium
1199,H30612,H,296.9,307.9,1557.0,36.5,63,0,0,False,True,False,False,False,False,Medium,Medium
1200,M16059,M,296.9,307.9,1895.5,20.4,68,0,2,False,True,False,False,False,False,Medium,High
1201,M16060,M,296.9,308.0,1430.0,55.9,71,0,2,False,True,False,False,False,False,Medium,Medium
1202,L48381,L,296.9,308.0,1658.0,41.0,74,0,1,False,True,False,False,False,False,Medium,High
1203,M16062,M,297.0,308.1,1355.0,51.4,76,0,2,False,True,False,False,False,False,Medium,Low
1204,H30617,H,297.0,308.1,1410.0,47.6,79,0,0,False,True,False,False,False,False,Medium,Medium
1205,L48384,L,296.9,308.0,1521.0,34.5,84,0,1,False,True,False,False,False,False,Medium,Medium
1206,L48385,L,296.8,308.0,1371.0,54.5,86,0,1,False,True,False,False,False,False,Medium,Low
1207,H30620,H,296.9,308.0,1318.0,53.5,88,0,0,False,True,False,False,False,False,Medium,Low
1208,M16067,M,297.0,308.1,1573.0,34.9,93,0,2,False,True,False,False,False,False,Medium,Medium
1209,L48388,L,297.0,308.1,1489.0,44.1,96,0,1,False,True,False,False,False,False,Medium,Medium
1210,H30623,H,297.0,308.1,1895.5,13.3,98,0,0,False,True,False,False,False,False,Medium,High
1211,L48390,L,297.0,308.1,1537.0,39.0,103,0,1,False,True,False,False,False,False,Medium,Medium
1212,H30625,H,296.9,308.0,1416.0,46.9,105,0,0,False,True,False,False,False,False,Medium,Medium
1213,L48392,L,296.9,307.9,1359.0,56.5,110,0,1,False,True,False,False,False,False,Medium,Low
1214,M16073,M,296.8,307.8,1551.0,38.9,112,0,2,False,True,False,False,False,False,Medium,Medium
1215,M16074,M,296.8,307.8,1694.0,33.0,115,0,2,False,True,False,False,False,False,Medium,High
1216,L48395,L,296.8,307.9,1709.0,28.4,118,0,1,False,True,False,False,False,False,Medium,High
1217,L48396,L,296.9,308.0,1514.0,41.0,120,0,1,False,True,False,False,False,False,Medium,Medium
1218,L48397,L,297.0,308.1,1455.0,43.5,122,0,1,False,True,False,False,False,False,Medium,Medium
1219,M16078,M,297.0,308.2,1702.0,30.7,124,0,2,False,True,False,False,False,False,Medium,High
1220,M16079,M,296.9,308.1,1357.0,41.8,127,0,2,False,True,False,False,False,False,Medium,Low
1221,L48400,L,297.0,308.2,1577.0,29.4,130,0,1,False,True,False,False,False,False,Medium,Medium
1222,M16081,M,297.0,308.3,1399.0,46.4,132,0,2,False,False,False,False,True,False,Medium,Low
1223,L48402,L,297.0,308.3,1399.0,59.0,135,0,1,False,True,False,False,False,False,Medium,Low
1224,L48403,L,297.0,308.3,1492.0,48.1,137,0,1,False,True,False,False,False,False,Medium,Medium
1225,L48404,L,297.1,308.3,1763.0,25.7,139,0,1,False,True,False,False,False,False,Medium,High
1226,H30639,H,297.1,308.3,1492.0,41.5,141,0,0,False,True,False,False,False,False,Medium,Medium
1227,L48406,L,297.1,308.4,1488.0,42.5,146,0,1,False,True,False,False,False,False,Medium,Medium
1228,L48407,L,297.1,308.4,1422.0,42.1,148,0,1,False,True,False,False,False,False,Medium,Medium
1229,M16088,M,297.1,308.4,1583.0,38.2,150,0,2,False,True,False,False,False,False,Medium,Medium
1230,L48409,L,297.1,308.4,1304.0,53.5,153,0,1,False,True,False,False,False,False,High,Low
1231,M16090,M,297.1,308.4,1880.0,23.5,155,0,2,False,True,False,False,False,False,High,High
1232,M16091,M,297.2,308.5,1604.0,40.7,158,0,2,False,True,False,False,False,False,High,High
1233,L48412,L,297.2,308.6,1500.0,37.1,161,0,1,False,True,False,False,False,False,High,Medium
1234,M16093,M,297.2,308.5,1364.0,55.6,163,0,2,False,True,False,False,False,False,High,Low
1235,H30648,H,297.2,308.5,1895.5,14.0,166,0,0,False,True,False,False,False,False,High,High
1236,H30649,H,297.1,308.4,1654.0,31.4,171,0,0,False,True,False,False,False,False,High,High
1237,H30650,H,297.1,308.4,1359.0,46.6,176,0,0,False,True,False,False,False,False,High,Low
1238,M16097,M,297.1,308.4,1502.0,37.3,181,0,2,False,True,False,False,False,False,High,Medium
1239,M16098,M,297.1,308.4,1615.0,32.6,184,0,2,False,True,False,False,False,False,High,High
1240,H30653,H,297.2,308.5,1482.0,39.3,187,0,0,False,True,False,False,False,False,High,Medium
1241,L48420,L,297.2,308.6,1636.0,31.3,192,0,1,False,True,False,False,False,False,High,High
1242,M16101,M,297.1,308.5,1621.0,32.4,194,0,2,False,True,False,False,False,False,High,High
1243,L48422,L,297.1,308.4,1468.0,44.4,197,0,1,False,True,False,False,False,False,High,Medium
1244,M16103,M,297.1,308.4,1432.0,53.4,199,0,2,False,True,False,False,False,False,High,Medium
1245,L48424,L,297.1,308.4,1726.0,28.4,202,0,1,False,True,False,False,False,False,High,High
1246,M16105,M,297.1,308.4,1588.0,33.4,204,0,2,False,True,False,False,False,False,High,Medium
1247,H30660,H,297.2,308.5,1653.0,33.3,207,0,0,False,True,False,False,False,False,High,High
1248,L48427,L,297.2,308.5,1513.0,42.9,212,0,1,False,True,False,False,False,False,High,Medium
1249,L48428,L,297.2,308.6,1489.0,40.2,214,0,1,False,True,False,False,False,False,High,Medium
1250,L48429,L,297.3,308.7,1467.0,36.8,216,0,1,False,True,False,False,False,False,High,Medium
1251,L48430,L,297.3,308.7,1549.0,36.1,218,0,1,False,True,False,False,False,False,High,Medium
1252,M16111,M,297.4,308.8,1359.0,48.7,220,0,2,False,True,False,False,False,False,High,Low
1253,L48432,L,297.5,308.8,1533.0,41.5,223,0,1,False,True,False,False,False,False,High,Medium
1254,L48433,L,297.5,308.8,1309.0,57.3,0,0,1,False,True,False,False,False,False,Low,Low
1255,H30668,H,297.5,308.8,1430.0,49.4,2,0,0,False,True,False,False,False,False,Low,Medium
1256,H30669,H,297.5,308.9,1419.0,50.7,7,0,0,False,True,False,False,False,False,Low,Medium
1257,M16116,M,297.5,308.9,1535.0,37.7,12,0,2,False,True,False,False,False,False,Low,Medium
1258,L48437,L,297.5,308.9,1466.0,43.0,15,0,1,False,True,False,False,False,False,Low,Medium
1259,L48438,L,297.5,308.9,1427.0,50.4,17,0,1,False,True,False,False,False,False,Low,Medium
1260,M16119,M,297.5,308.9,1280.0,48.5,19,0,2,False,True,False,False,False,False,Low,Low
1261,L48440,L,297.6,309.0,1528.0,33.8,22,0,1,False,True,False,False,False,False,Low,Medium
1262,H30675,H,297.6,309.0,1885.0,25.2,24,0,0,False,True,False,False,False,False,Low,High
1263,H30676,H,297.8,309.2,1648.0,33.0,29,0,0,False,True,False,False,False,False,Low,High
1264,L48443,L,297.8,309.2,1400.0,56.9,34,0,1,False,True,False,False,False,False,Low,Low
1265,M16124,M,297.8,309.3,1895.5,15.7,36,0,2,False,True,False,False,False,False,Low,High
1266,L48445,L,297.9,309.4,1558.0,35.7,39,0,1,False,True,False,False,False,False,Low,Medium
1267,L48446,L,298.0,309.6,1633.0,34.8,41,0,1,False,True,False,False,False,False,Low,High
1268,M16127,M,298.1,309.6,1549.0,38.7,43,0,2,False,True,False,False,False,False,Low,Medium
1269,L48448,L,298.0,309.5,1496.0,45.8,46,0,1,False,True,False,False,False,False,Low,Medium
1270,L48449,L,298.1,309.5,1467.0,41.8,48,0,1,False,True,False,False,False,False,Low,Medium
1271,M16130,M,298.0,309.4,1276.0,65.9,50,0,2,False,True,False,False,False,False,Low,Low
1272,H30685,H,298.0,309.4,1490.0,40.5,53,0,0,False,True,False,False,False,False,Medium,Medium
1273,H30686,H,298.0,309.4,1562.0,38.1,58,0,0,False,True,False,False,False,False,Medium,Medium
1274,L48453,L,298.1,309.4,1397.0,48.2,63,0,1,False,True,False,False,False,False,Medium,Low
1275,H30688,H,298.1,309.5,1530.0,40.2,65,0,0,False,True,False,False,False,False,Medium,Medium
1276,M16135,M,298.1,309.4,1362.0,47.6,70,0,2,False,True,False,False,False,False,Medium,Low
1277,M16136,M,298.2,309.4,1693.0,34.4,73,0,2,False,True,False,False,False,False,Medium,High
1278,M16137,M,298.2,309.4,1408.0,46.5,76,0,2,False,True,False,False,False,False,Medium,Medium
1279,L48458,L,298.2,309.4,1398.0,52.9,79,0,1,False,True,False,False,False,False,Medium,Low
1280,M16139,M,298.3,309.6,1531.0,40.1,81,0,2,False,True,False,False,False,False,Medium,Medium
1281,H30694,H,298.3,309.5,1521.0,37.1,84,0,0,False,True,False,False,False,False,Medium,Medium
1282,H30695,H,298.3,309.5,1427.0,54.3,89,0,0,False,True,False,False,False,False,Medium,Medium
1283,L48462,L,298.3,309.4,1546.0,36.1,94,0,1,False,True,False,False,False,False,Medium,Medium
